"CRUISEID","YR","SOURCE","VESSEL","CRUISE_NO","STARTCRU","ENDCRU","TITLE","NOTE","INGEST_SOURCE","INGEST_PROGRAM_VER",
1,"1982","US",04,"125","1982-02-24","1982-03-31","Spring Groundfish Survey",0,,
2,"1982","US",04,"126","1982-04-15","1982-05-25","Spring SEAMAP Plankton Survey",0,,
3,"1982","FL",09,"821","1982-05-16","1982-05-16","Spring SEAMAP Plankton Survey",0,,
4,"1982","LA",25,"821","1982-06-01","1982-07-13","Spring SEAMAP Plankton Survey",0,,
5,"1982","US",04,"127","1982-06-01","1982-07-14","Summer SEAMAP Groundfish Survey",0,,
6,"1982","MS",17,"821","1982-06-06","1982-06-10","Summer SEAMAP Groundfish Survey",0,,
7,"1982","AL",23,"821","1982-06-08","1982-06-03","Summer SEAMAP Groundfish Survey",0,,
8,"1982","FL",09,"822","1982-06-08","1982-06-13","Spring SEAMAP Plankton Survey",0,,
9,"1982","US",20,"823","1982-06-16","1982-07-06","Summer Groundfish Survey",0,,
10,"1982","FL",09,"823","1982-06-20","1982-06-22","Spring SEAMAP Plankton Survey",0,,
11,"1982","TX",16,"823","1982-06-23","1982-06-26","Summer SEAMAP Groundfish Survey",0,,
12,"1982","TX",16,"824","1982-06-30","1982-07-01","Summer SEAMAP Groundfish Survey",0,,
13,"1982","TX",24,"825","1982-07-09","1982-07-13","Summer SEAMAP Groundfish Survey",0,,
14,"1983","US",04,"133","1983-03-08","1983-04-13","Spring Groundfish Survey",0,,
15,"1983","US",04,"134","1983-04-22","1983-05-23","Spring SEAMAP Plankton Survey",0,,
16,"1983","US",04,"135","1983-06-01","1983-06-16","Summer SEAMAP Groundfish Survey",0,,
17,"1983","MS",17,"831","1983-06-07","1983-06-14","Summer SEAMAP Groundfish Survey",0,,
18,"1983","AL",23,"831","1983-06-09","1983-07-02","Summer SEAMAP Groundfish Survey",0,,
19,"1983","LA",25,"831","1983-06-13","1983-06-16","Summer SEAMAP Groundfish Survey",0,,
20,"1983","FL",26,"831","1983-06-15","1983-07-05","Spring SEAMAP Plankton Survey",0,,
21,"1983","TX",16,"831","1983-06-21","1983-06-22","Summer SEAMAP Groundfish Survey",0,,
22,"1983","LA",25,"832","1983-06-21","1983-06-23","Summer SEAMAP Groundfish Survey",0,,
23,"1983","FL",09,"831","1983-06-26","1983-06-29","Spring SEAMAP Plankton Survey",0,,
24,"1983","TX",16,"832","1983-06-29","1983-07-01","Summer SEAMAP Groundfish Survey",0,,
25,"1983","LA",25,"833","1983-07-05","1983-07-05","Spring SEAMAP Plankton Survey",0,,
26,"1983","TX",16,"833","1983-07-06","1983-07-11","Summer SEAMAP Groundfish Survey",0,,
27,"1983","FL",09,"832","1983-07-12","1983-07-14","Fall SEAMAP Plankton Survey",0,,
28,"1983","US",04,"138","1983-10-12","1983-11-14","Fall Groundfish Survey",0,,
29,"1983","LA",25,"834","1983-10-17","1983-11-17","Fall SEAMAP Plankton Survey",0,,
30,"1983","MS",17,"832","1983-10-18","1983-10-18","Fall SEAMAP Plankton Survey",0,,
31,"1983","US",04,"140","1983-12-08","1983-12-21","Winter SEAMAP Plankton Survey",0,,
32,"1984","US",04,"142","1984-03-08","1984-04-11","Spring Groundfish/Plankton Survey",0,,
33,"1984","US",04,"143","1984-04-21","1984-05-22","Spring SEAMAP Plankton Survey",0,,
34,"1984","LA",25,"841","1984-06-05","1984-06-20","Summer SEAMAP Groundfish Survey",0,,
35,"1984","US",04,"145","1984-06-06","1984-06-06","Summer SEAMAP Groundfish Survey",0,,
36,"1984","AL",23,"841","1984-06-06","1984-07-25","Summer SEAMAP Groundfish Survey",0,,
37,"1984","MS",17,"841","1984-06-08","1984-07-27","Summer SEAMAP Groundfish Survey",0,,
38,"1984","LA",25,"842","1984-07-09","1984-07-24","Summer SEAMAP Groundfish Survey",0,,
